longname,PW Density (250m) [StatCan],PW Density (500m) [StatCan],PW Density (2km) [StatCan],PW Density (4km) [StatCan]
"Clairmont Population Center, AB, Canada",2821.5314783009344,949.2798847880529,222.31531019818226,58.842155692703464
"Dundalk Population Center, ON, Canada",1796.1571633668368,1072.5382910902485,238.47823800468177,66.71085476748603
"Gaspé Population Center, QC, Canada",1721.2072793563832,735.0035325369158,249.35227379008032,89.97390764905947
"Crabtree Population Center, QC, Canada",1853.0370263853838,1361.9691639151256,275.4036277023692,132.61217140022498
"Cowichan Bay Population Center, BC, Canada",1703.5353750425659,796.8764611462749,207.48084326494677,97.56716160664635
"Ridgetown Population Center, ON, Canada",1143.2753366472512,911.2084243454053,233.9201541114845,64.63924804995071
"Pasadena Population Center, NL, Canada",1248.0543239535687,808.5365393397875,207.28382321570461,64.51823973959081
"Arviat Population Center, NU, Canada",2822.264800259092,1644.8063804372755,220.11128629609132,55.12729341345527
"Durham Population Center, ON, Canada",1290.4520796186896,846.9242834642349,243.37947901342437,79.24401161118826
"Botwood Population Center, NL, Canada",1578.7705838282327,585.0291836930388,183.96810452696752,65.50954054526193
"Saint-Anselme Population Center, QC, Canada",2169.4564840529097,959.5569908359759,236.39335018930575,76.99556313147613
"Erin Population Center, ON, Canada",1158.744237946141,664.0670790011144,252.55900761963693,93.01809918937275
"Grand Valley Population Center, ON, Canada",1623.6388122684698,1071.591168043279,230.3657797103342,75.44715209311441
"Roxton Pond Population Center, QC, Canada",831.4834043721881,594.4341077626593,202.4505675868663,76.97205327401613
"Rankin Inlet Population Center, NU, Canada",2109.7607571447966,1229.0895623896652,235.91829804770268,59.18574446229859
"Clermont Population Center, QC, Canada",1465.1058225398658,912.9231550864314,227.2317413391916,74.55501167845921
"Huntingdon Population Center, QC, Canada",1382.9658330131329,1045.2534528616288,225.17748048441467,72.25511611632012
"Seaforth Population Center, ON, Canada",1283.0348675926011,913.5129338318893,242.83302120472186,73.16554580270784
"Marystown Population Center, NL, Canada",2248.2636023014225,695.9624596324768,131.92672615326353,73.125424895181
"Mount Brydges Population Center, ON, Canada",1818.4928745913874,821.5530224167767,236.22809123454184,86.08157409159567
"Schomberg Population Center, ON, Canada",2522.590507771062,976.9400201692072,242.86070570407094,84.8449323938083
"Springhill Population Center, NS, Canada",1125.7663585815872,676.4121062176407,223.1328314967801,70.69255239831911
"Saint-Jacques Population Center, QC, Canada",1789.3907498568688,1054.9229754380706,239.79241541957273,81.3445604012553
"Pictou Population Center, NS, Canada",1219.8453797029017,752.4200177417372,234.40831393654034,76.03815586009912
"Arthur Population Center, ON, Canada",1385.3001283497229,925.842820915253,213.24591253800332,60.20414987226861
"Thamesford Population Center, ON, Canada",1565.1736570395356,1045.0043151615994,220.20433912895157,65.85291468443103
"Fort Nelson Population Center, BC, Canada",1054.2072326434638,726.8325245917755,221.06713028790432,59.904905669868874
"Eskasoni 3 Population Center, NS, Canada",2245.6266772152417,681.469944369602,103.14804048300536,49.77732317932552
"Black Diamond Population Center, AB, Canada",1523.8471193382186,914.8419044004683,216.10109493376046,94.56810188853548
"Harrow Population Center, ON, Canada",1439.42662660848,902.277575488721,219.64944499069833,75.1467038472006
"Bedford Population Center, QC, Canada",1298.8202663890415,876.6034396820397,218.68644979418033,70.40136613071276
"Liverpool Population Center, NS, Canada",927.4144819012035,564.0956278204337,228.36702701459774,88.94378057955024
"Ville Lambert Population Center, QC, Canada",996.450080183145,581.6212292972407,169.1845510278759,83.02545328084027
"Neuville Population Center, QC, Canada",1174.8290929078778,544.0558082177924,116.26625330250145,57.91187906249817
"Osgoode Population Center, ON, Canada",803.7371085571834,662.7741718993345,230.22676011111295,90.30534658529052
"Saint-Pascal Population Center, QC, Canada",1425.0957200185244,976.1918545162548,213.66673585279935,68.3637527896877
"Lac-Lapierre Population Center, QC, Canada",996.4604906339257,803.3196525169087,236.74501990827451,88.2450619990868
"Elmvale Population Center, ON, Canada",1732.4546072029782,1172.594000754149,219.5297707649331,64.00155514956342
"Grimshaw Population Center, AB, Canada",1385.409977354308,792.2284476365858,198.14692483157802,53.88174329063754
"Cap-aux-Meules Population Center, QC, Canada",955.8284158770675,472.3905952076974,204.0443544138644,100.70154225634978
"Killarney Population Center, MB, Canada",1141.0610779038084,749.0561480107011,195.03400170440628,54.44340162967912
"Fenelon Falls Population Center, ON, Canada",841.2544229244705,585.0141975347452,169.99738956944267,67.99050431679301
"Château-Richer Population Center, QC, Canada",1344.3193478449548,511.54322419764486,109.64679064314883,60.362678273691216
"Moosomin Population Center, SK, Canada",1278.4434874749033,996.958895145499,211.5123271260171,54.04941688250127
"La Salle Population Center, MB, Canada",1455.6688532645906,703.4104871663113,213.8733915455595,68.38699830019395
"Berwick Population Center, NS, Canada",1088.0322016226232,571.3038803006152,217.29096994404654,79.4832508472038
"Wawa Population Center, ON, Canada",1409.5468824547904,1029.3112547770625,193.45283332819875,48.464603320989866
"Forest Population Center, ON, Canada",1349.6926258709025,974.7505753504955,229.4001951731459,65.07613180804206
"Fairview Population Center, AB, Canada",1172.3393765777653,798.923452067429,208.79764535792512,57.343183357123344
"Cabano Population Center, QC, Canada",1228.611419675632,763.035773879267,179.5824043749933,53.72369189047755
"Winchester Population Center, ON, Canada",1719.1041172586647,1205.2047245274293,207.5281356474644,59.923367043245
"Turner Valley Population Center, AB, Canada",2063.3837824569623,918.7942851873213,206.8678640804475,90.61332088603795
"Minnedosa Population Center, MB, Canada",1037.956302698668,725.1249964753359,201.9333386797542,56.101712444452104
"Unity Population Center, SK, Canada",1376.5211804238045,1042.0264404427649,197.08210845402456,51.16399796961512
"Lunenburg Population Center, NS, Canada",1127.3924696000274,774.8485867755903,199.69001959176748,73.08040941480235
"Dresden Population Center, ON, Canada",1112.8760581520341,772.6050435775238,203.24218806715163,59.424410589996356
"Morrisburg Population Center, ON, Canada",1700.3004415747737,1239.5034754301655,218.69863684394804,64.34558687555987
"Saint-Honoré Population Center, QC, Canada",1660.4149903218306,964.6943528042282,206.18635894849635,70.55216801268226
"Tumbler Ridge Population Center, BC, Canada",1446.7902489584274,936.9598729800721,190.50846688099875,47.62711672024969
"Rosetown Population Center, SK, Canada",1515.9540374122441,1060.360194963928,198.00109973671715,50.14943717086456
"Hay River Population Center, NT, Canada",1105.8802311987051,705.8476253284676,130.83489245657606,51.22965238536832
"Chase Population Center, BC, Canada",1228.3970871301779,733.681120800331,199.826027977223,56.782995275947584
"Dalhousie Population Center, NB, Canada",1262.0831321307044,895.0873999488192,190.23118703178827,72.91082860876858
"Blind Bay Population Center, BC, Canada",836.9370611803007,550.5038476002425,198.6080023460179,80.24994148990976
"Lake Echo Population Center, NS, Canada",1375.1094756674195,569.4643273059663,177.58384052669487,96.11176902235317
"Pilot Butte Population Center, SK, Canada",1314.0629222870857,945.6189597316442,226.59816305339322,70.49707275649965
"Wyoming Population Center, ON, Canada",2172.8884826100098,825.6004060214542,196.6938529306125,58.08178497548681
"Gimli Population Center, MB, Canada",890.4032901183585,669.3222106530395,204.464590772452,64.9150424502208
"Colchester Population Center, ON, Canada",1359.7325508606334,546.8083788596666,92.74491778032855,46.79238859380424
"Assiniboia Population Center, SK, Canada",1194.7625822084858,918.0417313896941,187.0967320175439,47.488862375396046
"Indian Brook 14 Population Center, NS, Canada",7084.597475446744,1775.6177189620776,165.3367340161568,58.36813030353318
"Évain Population Center, QC, Canada",2332.1877898802486,1038.4452069803167,194.1271746671558,81.9053090551593
"Magrath Population Center, AB, Canada",1101.8840098879111,755.5777486366312,199.46234606784395,52.72973763159966
"Drayton Population Center, ON, Canada",1778.233500191992,1016.7686517449223,193.71335439673948,60.627016779059616
"Sexsmith Population Center, AB, Canada",2083.6377661570064,993.8286657237996,193.5481164194037,50.480108991605384
"Constance Bay Population Center, ON, Canada",782.7334342365795,424.0517833455543,131.1101964162009,73.82685637751511
"Fort-Coulonge Population Center, QC, Canada",750.4607783435132,498.7768225213879,164.20162466785123,57.830738450169584
"Rimbey Population Center, AB, Canada",1367.9577403801734,885.4563408593258,189.74997868675078,52.91731812942717
"Beaverlodge Population Center, AB, Canada",1187.2339386684941,668.5706751501024,179.11520720537538,49.357635071935896
"Ilderton Population Center, ON, Canada",1733.5388414108504,1308.899306135621,281.8925472542151,79.90926539258786
"Hanna Population Center, AB, Canada",1394.6817480441011,879.9812163618878,190.31123301351892,48.44762136391899
"Port McNeill Population Center, BC, Canada",1499.773595014918,782.4062701768858,184.0615874325908,47.43364087570994
"Rosedale Population Center, BC, Canada",1265.869358840011,474.41863789177665,152.03250981760974,89.59659430783442
"Disraeli Population Center, QC, Canada",1162.2962627527995,717.2327511195705,179.0173442651715,62.71524462924796
"Sainte-Claire Population Center, QC, Canada",1269.2036156122285,861.6462723733742,189.80656927258312,58.6526987372969
"Métabetchouan Population Center, QC, Canada",1450.8467199690742,1078.9570571739157,170.99930839322832,54.15564783013157
"Starlight Village Population Center, NB, Canada",640.4796020585517,298.44574484365154,138.32921079270636,69.59696319349021
"Les Cèdres Population Center, QC, Canada",1648.7658486175947,1081.1034418010986,244.67606820817912,168.40180754554115
"Limoges Population Center, ON, Canada",1881.023001701874,1150.743314174829,243.2045031269001,95.24614264470279
"Senneterre Population Center, QC, Canada",1218.7089744322557,653.4493283390854,188.20805917732153,56.328447353032104
"Okanagan Falls Population Center, BC, Canada",1342.519503541697,706.3588375312997,183.07043072472464,56.39829235726589
"Forestville Population Center, QC, Canada",1099.9326573190906,725.6327443518618,180.36021646724174,54.311624330109275
"Esterhazy Population Center, SK, Canada",990.6628852084988,764.0134615491617,185.8329726262704,47.86144531543295
"Saint-Tite Population Center, QC, Canada",1401.963481319968,863.2680390888397,182.24014956690485,66.99504692938964
"Chandler Population Center, QC, Canada",839.3795345321861,619.0439480993026,199.77362572434564,71.8736161507302
"Shippagan Population Center, NB, Canada",1179.9958330232378,697.2042208555073,204.94212615357068,76.41948375696055
"Springdale Population Center, NL, Canada",2277.135825484516,743.186771256625,159.4627131571457,56.57727554365307
"New Maryland Population Center, NB, Canada",967.2156313221847,723.5202703451001,239.23540707272244,106.46377391493019
"Wendover Population Center, ON, Canada",1379.9810202447063,584.8920753488464,129.13774301040246,56.45642186944506
"Blind River Population Center, ON, Canada",991.0465565480272,543.2808888700963,155.6808410567408,52.43656643024311
"Stony Mountain Population Center, MB, Canada",2308.755835064236,848.0294095158112,187.24435373215636,55.52549392327208
"Glencoe Population Center, ON, Canada",1162.879530664902,804.2271852082605,185.65309797414827,53.017808219515636
"Long Sault Population Center, ON, Canada",1283.7848527565532,931.2458661470529,220.87698855944373,72.66391086107187
"Fermont Population Center, QC, Canada",1768.5184809837942,1258.8746087650866,179.12888844992816,44.78222211248204
"Maple Creek Population Center, SK, Canada",1344.4178379826355,968.0835075346847,175.77934651766483,45.27147003087321
"Saint-Quentin Population Center, NB, Canada",886.243707622917,646.6480948537416,169.85173864006117,52.87827275685845
"Lac la Biche Population Center, AB, Canada",1028.4774058735388,686.6358137165653,176.14704093918894,59.249735841136435
"Saint-Roch-de-l'Achigan Population Center, QC, Canada",1732.7168850118187,864.0343034680245,173.1497367711451,89.69867532514203
"Pelican Narrows Population Center, SK, Canada",1349.8965641139205,635.8419799968406,156.71721614942757,45.677468667373965
"Burns Lake Population Center, BC, Canada",1501.1692706234733,678.2060493258775,180.5112885886027,50.59640516255366
"Outlook Population Center, SK, Canada",1431.545661463901,948.2186251176637,188.75821465171256,48.502073280621005
"Portneuf Population Center, QC, Canada",862.4357851786842,610.4201645358121,143.4033247433313,63.080281782376154
"Betsiamites Population Center, QC, Canada",1628.0618744413587,1139.9645267241337,167.43100013267383,48.31780303043805
"Houston Population Center, BC, Canada",1365.012941253618,855.5436940882316,189.2427080002554,58.66791839745461
"Stirling Population Center, ON, Canada",1137.4436974374682,714.5409274758744,184.40832035679233,65.65614301449457
"Grand Bank Population Center, NL, Canada",1316.749785710536,979.5933721274903,169.30128204963543,42.81267969171984
"High Prairie Population Center, AB, Canada",1168.8376015522392,853.4922363035995,188.00036995213847,48.10147937690577
"Lewisporte Population Center, NL, Canada",1375.582341939495,787.2087249952361,184.16520936835482,66.35532187055327
"Biggar Population Center, SK, Canada",1439.8128981818352,1009.9186642193475,169.4690784075977,43.3761426687298
"Sicamous Population Center, BC, Canada",1081.1943475927665,628.9965547112052,174.13578225757706,52.15473759245424
"Westlake Population Center, AB, Canada",1580.1901369414143,1056.9823046100223,179.58489856873808,226.98716017116485
"Ville-Marie Population Center, QC, Canada",1024.846101533909,821.3001067489719,189.8760291671259,60.58320298034182
"La Loche Population Center, SK, Canada",2464.882750542719,1141.7308213647393,175.81432237651188,50.014440866628114
"Saint-Prosper Population Center, QC, Canada",1431.7254975577905,979.1262876263442,179.68680348473495,59.88988210932778
"Saint-Marc-des-Carrières Population Center, QC, Canada",958.169592794384,664.5395977161231,195.33113948326712,65.30183872615056
"Digby Population Center, NS, Canada",991.6557155443876,717.1927378004547,175.44112286449314,55.05761838589478
"Wiarton Population Center, ON, Canada",1259.2364613253303,797.0594371243548,180.77266558010828,55.436543189213786
"Sainte-Madeleine Population Center, QC, Canada",1537.4972435492464,795.576271890413,250.41305916915653,88.82218125821892
"Stanley Mission 157 Population Center, SK, Canada",1493.3568383894485,1004.9454811103844,156.1553890474178,39.629580829881945
"St. Anthony Population Center, NL, Canada",2333.04670109325,862.4909289455393,157.3736258335637,44.837257186584964
"Nanton Population Center, AB, Canada",1379.7758100287087,1002.4630792164148,172.9670090932156,45.11084016912315
"Heritage Pointe Population Center, AB, Canada",2740.078580772933,1555.4162600496202,325.64943651662406,426.44730510827674
"Vanderhoof Population Center, BC, Canada",1152.7536698501478,655.3027987934536,177.570270418012,81.36977507355138
"St. Jacobs Population Center, ON, Canada",1970.9592166032355,812.6667500524662,168.63095853464796,146.07881886973317
"Kuujjuaq Population Center, QC, Canada",969.6284872894689,630.8511778827266,142.80969792257974,43.78742243371282
"Bouctouche Population Center, NB, Canada",1254.685877130606,639.4747369640322,127.00290194813826,59.524634376167405
"Ucluelet Population Center, BC, Canada",1220.8765839943635,721.4175260469432,155.54963241839636,52.21745497484991
"Souris Population Center, MB, Canada",960.2423903778275,754.1572194773527,157.48866897580896,40.604898360019334
"Rayleigh Population Center, BC, Canada",1619.3314782639302,774.8812036338174,175.7666270654995,110.89030090637897
"Lebel-sur-Quévillon Population Center, QC, Canada",877.7532754581185,462.0250689548582,152.43289271840118,41.499651411211715
"Atikokan Population Center, ON, Canada",924.9487945799049,671.6751130730685,175.67723109158223,52.02377202316328
"Roberts Creek Population Center, BC, Canada",702.5454334031264,428.77514476528944,123.27078931795674,62.49263853188265
"Amigo Beach Population Center, ON, Canada",1132.7543698532822,482.75102339384836,144.80262495713802,68.97199496386568
"Elkford Population Center, BC, Canada",1158.0340546916202,491.9522666531495,144.7344875903767,54.452021428427706
"Stoneham Population Center, QC, Canada",1624.7659447742017,970.3361912262751,215.38877064611094,126.18672765705072
"Marchmont - Bass Lake Population Center, ON, Canada",1128.7917902856605,441.92993192911575,228.79840992884616,176.1054047584098
"Montague Population Center, PE, Canada",1001.3357479497787,633.6059015464994,179.8457992049263,62.191409905908365
"Harriston Population Center, ON, Canada",1283.5415168438096,970.5438802284872,161.15631439270496,51.138245980826426
"New Richmond Population Center, QC, Canada",1401.6004535780921,562.3101100303126,162.63571908085768,56.465057798254904
"Calmar Population Center, AB, Canada",1333.1784965160991,955.0391990751358,176.0793766234364,46.76941906789021
"Saint-Ambroise-de-Kildare Population Center, QC, Canada",902.2000960566626,602.8569487097396,230.47824879741538,154.74302100109225
"Normandin Population Center, QC, Canada",1183.3054885519332,919.711040037905,165.430261649928,46.89341666544027
"Chesley Population Center, ON, Canada",1225.0285563749617,861.1585137090991,168.8368829136421,49.557336265902556
"Saint-Bruno Population Center, QC, Canada",1384.2485839288174,1160.2020468235569,176.89628880925366,75.80484760916941
"East Broughton Population Center, QC, Canada",1071.5245569683957,829.014046210939,177.5557620992385,48.326895246829245
"Fort Qu'Appelle Population Center, SK, Canada",1367.5766328899883,813.4833895776503,161.99026366838646,47.466618427557734
"Pierreville Population Center, QC, Canada",740.2367309593083,460.29420645124895,160.3210114739312,59.00511470770927
"Carlisle Population Center, ON, Canada",1263.6402231298612,543.0770970099234,215.90117549119617,103.8068628830583
"Laurier-Station Population Center, QC, Canada",1282.8217699295922,705.0666880873823,193.28849041417098,71.12161486781572
"Rivière-Beaudette Population Center, QC, Canada",743.7531968436791,311.72049382578973,93.6052972353318,58.46105938397394
"Millet Population Center, AB, Canada",1388.9051195765396,709.557716747792,153.05914504955265,46.3769059565331
"Saint-Liboire Population Center, QC, Canada",1445.1904071562512,1042.018138648095,154.82461673354035,56.372396021396504
"Cannington Population Center, ON, Canada",1212.0271169868622,754.8635002890577,165.6796034043701,50.82020062915623
"Provost Population Center, AB, Canada",1322.6529023338924,864.7656931026618,151.65387690132516,38.81874974439714
"Bow Island Population Center, AB, Canada",1507.0394613991284,882.388419207945,163.11484686186964,42.548799229759105
"Cross Lake 19A Population Center, MB, Canada",1769.3037122453866,520.2222492555107,119.3251111767157,63.1781061159615
"Bath Population Center, ON, Canada",1650.160309907009,578.2495879783937,158.33605820661705,70.84463981849538
"Carberry Population Center, MB, Canada",1014.747472072155,691.5772052016878,147.6945649351904,40.12824958499605
"Saint-Jean-Baptiste Population Center, QC, Canada",2215.9064110082622,779.1639009817848,150.32909394803204,72.11600261023803
"Indian Head Population Center, SK, Canada",1010.7576077591709,817.915364189283,151.57552797354546,38.49492376754902
"Watrous Population Center, SK, Canada",1156.1407479043405,765.9436308921017,146.69119277963605,37.41017084195544
"Metcalfe Population Center, ON, Canada",779.7906729141681,639.3926364009526,163.78805685353706,62.75251571110691
"Tofield Population Center, AB, Canada",1252.7580348416095,898.4930169309824,162.49495589679822,42.08993521243342
"Picture Butte Population Center, AB, Canada",1500.4170288143696,861.9324675560475,157.07351685881576,42.31753220249197
"Waskaganish Population Center, QC, Canada",2680.849195270545,1622.4630106345958,156.59357900774737,50.45211696013082
"Oro Station - Hawkestone Population Center, ON, Canada",707.8929866613498,321.68122145672737,80.72372201371971,52.24842636351602
"Valcourt Population Center, QC, Canada",1143.647037144822,656.5366247474137,169.95803674848673,62.61374795263385
"Redwater Population Center, AB, Canada",1142.3714340150361,699.4324521943664,163.23498869322816,43.29492491017136
"Morris Population Center, MB, Canada",1419.3800143239882,798.8500025331012,157.70191413476678,39.525447456164066
"Lumsden Population Center, SK, Canada",1226.2485172708034,523.0878315847575,143.81912645321162,39.13812362852611
"Milverton Population Center, ON, Canada",1217.0866341066978,1040.6327797823546,170.8449932274782,56.88562562245429
"Keremeos Population Center, BC, Canada",935.554521447959,560.9882059545497,154.97617055061966,46.56667248852481
"Regina Beach Population Center, SK, Canada",741.2046644019391,423.03490569877005,103.82366016548552,45.85991891498546
"Ormstown Population Center, QC, Canada",975.7052187642325,674.4332035975536,153.40392157542541,51.24793625680685
"Coniston Population Center, ON, Canada",1329.6564888722494,680.0964014683614,153.54397219133125,59.19147162881136
"Grunthal Population Center, MB, Canada",1399.8547149054368,770.2756285501007,159.15315684113114,54.292064884241086
"Sundre Population Center, AB, Canada",1351.080878024856,573.7584847939919,186.85809053604598,64.31032586161355
"Vankleek Hill Population Center, ON, Canada",1217.9662215230665,954.2869621163821,159.9684563004507,51.69995516147807
"Cardinal Population Center, ON, Canada",1443.591802376972,799.131176315824,152.0142812298859,45.31226651970859
"Lac-Etchemin Population Center, QC, Canada",927.2264420014249,772.0610787831686,181.79363162797645,59.98078818063391
"Saint-Sulpice Population Center, QC, Canada",1826.6273097804296,1108.0113425825125,181.8727592551383,78.08957750723323
"Shaunavon Population Center, SK, Canada",1330.2236720589456,871.0153272672661,146.7333901139516,38.267125897671654
"Canora Population Center, SK, Canada",1057.75801524932,777.0978874013958,163.94678878491263,42.46456774904812
"Geraldton Population Center, ON, Canada",770.9454598060124,538.8116940636982,134.79045421574534,36.944586780356985
"Saint-Henri-de-Lévis Population Center, QC, Canada",1554.3933944601572,913.4282673714752,270.5609178723862,100.47651065930181
"Sainte-Catherine-de-la-Jacques-Cartier Population Center, QC, Canada",2121.5576749186653,1527.5490342926726,157.85874066834756,158.55829322199747
"Dégelis Population Center, QC, Canada",1101.6001643254158,682.5516526201719,140.6912427121283,42.29123365279905
"Fort Smith Population Center, NT, Canada",840.1371766467929,463.85521618887987,121.79543589714318,42.702128884693686
"Saint-Michel Population Center, QC, Canada",1443.6478823820444,1007.3915056954739,190.53286455852137,147.9167343810497
"Kensington Population Center, PE, Canada",1122.3354568686166,630.3821404269655,160.31943132439727,54.07759442813307
"Millbrook Population Center, ON, Canada",1098.529699902095,698.2119116555377,211.30216544505467,75.54895928995019
"Blumenort Population Center, MB, Canada",1763.529075662249,639.58822267556,145.5925243970265,43.51839175670126
"Balgonie Population Center, SK, Canada",1873.0292497188611,976.1911453960308,139.81573808437903,37.33265229058221
"Lacolle Population Center, QC, Canada",1310.8520276656966,558.6089966755517,162.6527158536521,63.53261206721055
"Mattawa Population Center, ON, Canada",964.9720487781212,612.2358664088794,155.09931262745891,42.883564214601854
"Cayuga Population Center, ON, Canada",998.3619321378266,724.5665731535152,161.87149589380923,58.36436153143173
"L'Ange-Gardien Population Center, QC, Canada",1434.6922410519755,1017.6618748182536,146.99291454525206,44.97371696988244
"Saint Andrews Population Center, NB, Canada",760.5731685127603,611.0198621742531,148.2707402213056,43.00941932982762
"Parkhill Population Center, ON, Canada",1015.0023981259944,671.7684935547842,140.1278158048046,40.29449792224272
"One Hundred Mile House Population Center, BC, Canada",1159.7435986349485,575.4214315535493,127.91966601461436,41.20557393796351
"Dalmeny Population Center, SK, Canada",1918.029582366905,946.5029510301094,143.0687987967482,38.01696883566332
"Wasagamack Population Center, MB, Canada",2939.7163713376012,872.8422692646336,83.1849364742239,36.11624017264236
"Manitouwadge Population Center, ON, Canada",1229.7525855401889,604.1090161444625,153.94048970074908,39.27148220792518
"Val-Maher Population Center, QC, Canada",716.8171305497052,431.36732086005634,179.1265115839919,206.10823020354533
"Saint-Martin Population Center, QC, Canada",1049.9961805398518,443.029487043076,132.9962290302424,39.89150350947836
"Inukjuak Population Center, QC, Canada",1510.6518591268934,600.2840607160041,133.2415943249651,36.20264202269206
"Big Bay Point Population Center, ON, Canada",1677.0897805962625,502.5415489558563,163.23278817122926,74.93959405421161
"Rougemont Population Center, QC, Canada",1070.4982838948395,379.18875108235676,123.2131196934035,78.18274277381936
"Wynyard Population Center, SK, Canada",1121.859229913129,799.970983041225,135.41856342230548,35.11423957098088
"Ferme-Neuve Population Center, QC, Canada",1181.2539212458892,890.2241302024826,144.53603998475575,40.75445600268193
"Domaine-C.-L.-C. Population Center, QC, Canada",1295.5511142302694,757.6196640000693,174.63549049884455,125.00884616435755
"Kamsack Population Center, SK, Canada",995.1376270556973,789.2059045713587,141.90792917291435,35.92981600035912
"Dutton Population Center, ON, Canada",1141.3325422501991,743.0343382258691,138.0295721956313,41.785827933583676
"Baker Lake Population Center, NU, Canada",1562.441310897452,1025.8590375452845,138.33173809953576,35.11355931964941
"Danville Population Center, QC, Canada",894.8006898334186,642.5235344212559,153.58899992923213,50.883940352185085
"Lillooet Population Center, BC, Canada",979.4140858256741,456.36157747520576,134.72143191167586,50.018788243629935
"Saint Grégoire Population Center, QC, Canada",1798.2152574951,954.409103316547,142.38096644127342,88.53244347192336
"Saint-Ambroise Population Center, QC, Canada",1625.023831693499,864.6391602727239,147.4990847898973,61.31497202129926
"Cookstown Population Center, ON, Canada",1226.0794322961685,976.9241566007099,181.67242022563758,53.83984878272464
"Saint-André-Avellin Population Center, QC, Canada",849.140666706592,504.840254907434,130.66620827844602,40.12970246058744
"Price Population Center, QC, Canada",1458.7474409407714,863.2983350715475,151.3209292009848,49.6440538332878
"Gentilly Population Center, QC, Canada",1126.5660894202367,930.4155116251981,151.9679383269494,47.08330892242231
"Russell Population Center, MB, Canada",929.7317612727046,764.5340327212705,141.18623226963683,37.5685758312347
"Massey Drive Population Center, NL, Canada",2890.4598949931737,842.3296174183423,133.70268837421642,129.75723634396624
"Roblin Population Center, MB, Canada",848.6367937007486,558.355651780598,137.84495999729597,36.55554728618904
"Sandy Lake 88 Population Center, ON, Canada",3131.825720096392,904.314211440398,133.13310989637046,41.77817256162253
"Deseronto Population Center, ON, Canada",1746.7667333161796,1100.6263481075216,164.36159048706838,63.58324633405844
"Manawan Population Center, QC, Canada",2244.578606110416,1024.7951905142318,155.69235140732656,39.788735772973844
"St. Adolphe Population Center, MB, Canada",1268.8937666276154,854.7412726322019,149.8206803009666,48.40813592648677
"Tofino Population Center, BC, Canada",2506.7220849023065,770.6084772856078,118.58535026113742,46.057931302885876
"Saint-Thomas Population Center, QC, Canada",1305.8389642682062,798.5936309524775,162.99499429592314,60.924667464263365
"Attawapiskat 91A Population Center, ON, Canada",2134.572449161955,1245.2828650971699,126.20986987187302,31.552467467968256
"Alençon Population Center, QC, Canada",946.5865254841043,490.44785610345235,157.50128808854592,324.75754412676184
"Norwood Population Center, ON, Canada",1047.8158973890547,600.4388833487349,181.83266483804428,57.317518973763335
"Ile des Chênes Population Center, MB, Canada",1359.0163645479063,741.4239098552092,163.249639350425,52.006472022590245
"Everett Population Center, ON, Canada",1215.6664098562846,773.771189773009,178.5321587859088,60.228475442560445
"Boissevain Population Center, MB, Canada",1387.003944950517,758.3933124632507,127.74032696184123,33.175032815126315
"Chesterville Population Center, ON, Canada",1209.668745777823,686.9485544229633,128.61932713853435,43.036542211179096
"Watford Population Center, ON, Canada",1257.3480814986342,877.0453593622586,132.9132153988612,39.26827467068435
"Vulcan Population Center, AB, Canada",1115.0505638652685,871.6771175364423,141.66679772436194,36.76024602947327
"Harrison Hot Springs Population Center, BC, Canada",1022.4572960553932,692.9507775864571,148.27405698573196,47.833456694391934
"Salisbury Population Center, NB, Canada",1154.7442629133675,676.0284304886177,154.80057297195387,66.78531578522939
"Hantsport Population Center, NS, Canada",688.929935556986,425.32723876128114,144.0042078947936,52.95594314413245
"Tweed Population Center, ON, Canada",892.9664356974664,547.4310360558117,132.795176753089,48.412899066634445
"McGregor Population Center, ON, Canada",1534.684696043412,778.1267532801722,169.03130515779287,68.61187988620252
"Springbrook Population Center, AB, Canada",1772.6349706542594,1045.7977934135076,126.88534461567994,54.983999495086415
"Wellington Population Center, ON, Canada",1387.0000771646323,583.9772411775581,140.21581775047963,45.666986968959336
"Blairmore Population Center, AB, Canada",856.4936856539362,596.7009520024876,125.83394213178416,41.29693015526459
"Plattsville Population Center, ON, Canada",1519.5912928591317,1105.2439633833103,135.424365187297,41.85022420321141
"Carlyle Population Center, SK, Canada",926.7742166108491,685.9617862190495,120.8883949510736,31.450467904373802
"Pinawa Population Center, MB, Canada",708.5072812663584,575.2095428441975,119.84167218528799,30.217571171965847
"Saint-Donat-de-Montcalm Population Center, QC, Canada",695.2763687485817,381.97354759984074,135.188755983435,51.85197257773084
"Saint-Alexis-des-Monts Population Center, QC, Canada",755.3944696984048,315.88285272027355,126.66965081858292,42.16171161942616
"Marmora Population Center, ON, Canada",848.5126541473098,715.7398459850169,149.30666030241446,57.73415900985255
"Fort St. James Population Center, BC, Canada",633.2448795729862,355.25934880365014,137.54203139939048,44.15352287669453
"Sunderland Population Center, ON, Canada",1726.3966075078044,1114.487082063113,126.15614172665474,43.68561518034443
"Madoc Population Center, ON, Canada",745.247884392414,542.370117659553,142.47082339937887,43.975718600909175
"Ingleside Population Center, ON, Canada",1137.5586178631158,586.2373325210706,138.49268203848658,52.68308234558836
"Lumby Population Center, BC, Canada",1331.5751937416537,811.8000309692902,165.7453948492673,57.86094579432121
"Stanstead Population Center, QC, Canada",1011.0809820205352,615.5001367904131,137.6644110323769,49.903002893578176
